text,category,urgency
"No rush, but can you refund my subscription for this month. Thanks.",REFUND,LOW
Could someone assist - i keep getting logged out of my profile. Please advise.,ACCOUNT,MEDIUM
Please help immediately - i'm seeing a blank screen instead of the dashboard. This is affecting my work.,TECHNICAL,HIGH
This is an emergency - the website is completely down.,TECHNICAL,CRITICAL
URGENT - the API keeps returning timeout error.,TECHNICAL,CRITICAL
This is urgent - the page is not loading.,TECHNICAL,HIGH
Could someone assist - i can't verify my email address. Please advise.,ACCOUNT,MEDIUM
This is unacceptable - i was charged twice for the same order. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
"Whenever you get a chance, how do I request a refund.",REFUND,LOW
This is really frustrating - i cannot access my user account. This is affecting my work.,ACCOUNT,HIGH
This is unacceptable - the app crashes every time I open it on my tablet. I demand an immediate resolution.,TECHNICAL,CRITICAL
The package is missing items. I need a resolution today.,DELIVERY,HIGH
I need this fixed soon - i cannot access my dashboard. Please fix this ASAP.,ACCOUNT,HIGH
I am extremely upset - i have not received my refund.,REFUND,CRITICAL
This is really frustrating - my profile was suspended without warning.,ACCOUNT,HIGH
Please help immediately - i was charged $430 but my order was cancelled. This is affecting my work.,PAYMENT,HIGH
My card was declined. This is affecting my work.,PAYMENT,HIGH
This is really frustrating - i'm being charged a fee I don't recognize. This is affecting my work.,PAYMENT,HIGH
This is an emergency - my parcel was left at the wrong address.,DELIVERY,CRITICAL
I need help - i need to reset my password.,ACCOUNT,MEDIUM
I am extremely upset - the app crashes every time I open it on my laptop. I demand an immediate resolution.,TECHNICAL,CRITICAL
URGENT - the application keeps crashing. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
My delivery has been sitting at the warehouse for two weeks. I need a resolution today.,DELIVERY,HIGH
I'm having trouble - i keep getting logged out of my profile. Please advise.,ACCOUNT,MEDIUM
I'm having trouble - can I get a refund instead of store credit. Please advise.,REFUND,MEDIUM
This is urgent - none of the buttons on the portal are responding.,TECHNICAL,HIGH
"Just wondering, do you have a loyalty program. No hurry.",OTHER,LOW
I'm having trouble - how do I request a refund.,REFUND,MEDIUM
"Whenever you get a chance, where is my package. Thanks.",DELIVERY,LOW
URGENT - my user account was suspended without warning. I demand an immediate resolution.,ACCOUNT,CRITICAL
Could someone assist - i never received the verification code. Please advise.,ACCOUNT,MEDIUM
The platform is not compatible with my Android phone. Let me know.,TECHNICAL,MEDIUM
I am extremely upset - i need a refund because the order never arrived.,REFUND,CRITICAL
I need this fixed soon - my data disappeared after the update. This is affecting my work.,TECHNICAL,HIGH
URGENT - someone else logged into my dashboard. I demand an immediate resolution.,ACCOUNT,CRITICAL
Quick question - i want to update my username.,ACCOUNT,LOW
Can I change my delivery address. No hurry.,DELIVERY,LOW
I want to merge two accounts.,ACCOUNT,LOW
I'm having trouble - where is my package. Please advise.,DELIVERY,MEDIUM
"No rush, but can you expedite my package.",DELIVERY,LOW
This needs to be resolved right now - i keep getting timeout error when I try to log in.,TECHNICAL,CRITICAL
This is an emergency - i was charged $89.00 but my order was cancelled. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
Could someone assist - how do I contact a human representative. Please advise.,OTHER,MEDIUM
I'm having trouble - my order has not been delivered. Let me know.,DELIVERY,MEDIUM
I need help - the order has not arrived yet. Let me know.,DELIVERY,MEDIUM
I can't update my billing address on my account. Please advise.,ACCOUNT,MEDIUM
URGENT - i see an unauthorized charge of $250 on my account. I demand an immediate resolution.,PAYMENT,CRITICAL
I'm having trouble - when will I receive my refund. Can someone help?,REFUND,MEDIUM
Could someone assist - the tracking hasn't updated in two weeks.,DELIVERY,MEDIUM
Please help immediately - my refund of $5.99 still hasn't shown up after two weeks. This is affecting my work.,REFUND,HIGH
This is urgent - my refund was sent to the wrong card.,REFUND,HIGH
I need this fixed soon - my account was suspended without warning. This is affecting my work.,ACCOUNT,HIGH
Please help immediately - i keep getting logged out of my dashboard.,ACCOUNT,HIGH
Quick question - i forgot my password for my login. Thanks.,ACCOUNT,LOW
This is urgent - my parcel has been sitting at the warehouse for several days. This is affecting my work.,DELIVERY,HIGH
This is urgent - the wrong amount was charged to my card. Please fix this ASAP.,PAYMENT,HIGH
The checkout page keeps rejecting my card.,PAYMENT,MEDIUM
Please help immediately - my refund was sent to the wrong card. Please fix this ASAP.,REFUND,HIGH
I need help - my subscription is linked to the wrong user account. Can someone help?,ACCOUNT,MEDIUM
The portal is not compatible with my iPhone.,TECHNICAL,MEDIUM
The mobile app logged me out randomly. Please advise.,TECHNICAL,MEDIUM
"Just wondering, do you have a loyalty program. Whenever convenient.",OTHER,LOW
I need help - the mobile app is not compatible with my iPhone. Let me know.,TECHNICAL,MEDIUM
Could someone assist - my invoice shows an incorrect total. Can someone help?,PAYMENT,MEDIUM
My refund request was denied and I don't understand why. This is affecting my work.,REFUND,HIGH
URGENT - i see an unauthorized charge of $15.75 on my account. I want this escalated immediately.,PAYMENT,CRITICAL
I'm having trouble - my saved card is not showing up anymore. Please advise.,PAYMENT,MEDIUM
"No rush, but this is regarding a partnership inquiry. Thanks.",OTHER,LOW
The portal is not compatible with my Android phone. Let me know.,TECHNICAL,MEDIUM
This is really frustrating - i was charged twice for the same order. Please fix this ASAP.,PAYMENT,HIGH
Quick question - can you help me. Thanks.,OTHER,LOW
Could someone assist - images are not loading on the mobile app. Please advise.,TECHNICAL,MEDIUM
Could someone assist - the search feature is broken. Can someone help?,TECHNICAL,MEDIUM
I'm having trouble - i need help with something. Please advise.,OTHER,MEDIUM
I need this fixed soon - payment is not going through. I need a resolution today.,PAYMENT,HIGH
I'm having trouble - the notifications are not working. Please advise.,TECHNICAL,MEDIUM
Could someone assist - i am getting an error on the website. Can someone help?,TECHNICAL,MEDIUM
I need this fixed soon - my payment failed. I need a resolution today.,PAYMENT,HIGH
I need this fixed soon - my refund of $250 still hasn't shown up after 2 days. Please fix this ASAP.,REFUND,HIGH
Can you help me. No hurry.,OTHER,LOW
My payment is stuck processing for 3 days. I need a resolution today.,PAYMENT,HIGH
This is urgent - i can't upload files on the portal. Please fix this ASAP.,TECHNICAL,HIGH
I am extremely upset - i was charged twice for the same order. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
Please help immediately - my refund request was denied and I don't understand why. This is affecting my work.,REFUND,HIGH
I need this fixed soon - payment is not going through. Please fix this ASAP.,PAYMENT,HIGH
This is urgent - please help me recover my old membership. Please fix this ASAP.,ACCOUNT,HIGH
How do I delete my login. No hurry.,ACCOUNT,LOW
"Whenever you get a chance, how long does a refund usually take. No hurry.",REFUND,LOW
My delivery is delayed. This is affecting my work.,DELIVERY,HIGH
I want to switch my payment method to a different card. Whenever convenient.,PAYMENT,LOW
This is really frustrating - i was charged twice for the same order. This is affecting my work.,PAYMENT,HIGH
I'm having trouble - my order has not been delivered. Please advise.,DELIVERY,MEDIUM
"Just wondering, do you have a loyalty program. Thanks.",OTHER,LOW
"Whenever you get a chance, i need information about your terms of service. No hurry.",OTHER,LOW
How do I contact a human representative. Let me know.,OTHER,MEDIUM
I returned my item but haven't been refunded. Please fix this ASAP.,REFUND,HIGH
"Whenever you get a chance, how can I change my account email. No hurry.",ACCOUNT,LOW
I need this fixed soon - i want to file a complaint. I need a resolution today.,OTHER,HIGH
I want to cancel my order and get a refund. I need a resolution today.,REFUND,HIGH
This is urgent - i want to file a complaint.,OTHER,HIGH
I have an issue with my order.,OTHER,MEDIUM
I need help - i was only refunded part of the amount. Let me know.,REFUND,MEDIUM
"Just wondering, can you help me. Thanks.",OTHER,LOW
"Whenever you get a chance, how do I delete my membership. Whenever convenient.",ACCOUNT,LOW
Could someone assist - i was only refunded part of the amount. Can someone help?,REFUND,MEDIUM
I need help - the delivery driver couldn't find my address. Let me know.,DELIVERY,MEDIUM
Please help immediately - i'm stuck on a loading screen. Please fix this ASAP.,TECHNICAL,HIGH
"Whenever you get a chance, do you ship internationally.",OTHER,LOW
I'm having trouble - i forgot my password for my login. Let me know.,ACCOUNT,MEDIUM
This is unacceptable - refund shows processed but I don't see it in my bank. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
Could someone assist - the transaction failed at checkout. Please advise.,PAYMENT,MEDIUM
I need this fixed soon - the wrong amount was charged to my card. Please fix this ASAP.,PAYMENT,HIGH
Could someone assist - i need help with something. Please advise.,OTHER,MEDIUM
I need this fixed soon - i keep getting 404 when I try to log in. Please fix this ASAP.,TECHNICAL,HIGH
Quick question - i want to merge two accounts. No hurry.,ACCOUNT,LOW
I cannot access my membership.,ACCOUNT,MEDIUM
I'm having trouble - payment is not going through.,PAYMENT,MEDIUM
Quick question - i need help with something. Thanks.,OTHER,LOW
I want to track my shipment. Thanks.,DELIVERY,LOW
"Just wondering, do you ship internationally. No hurry.",OTHER,LOW
I want to track my shipment. No hurry.,DELIVERY,LOW
I need help - the notifications are not working. Please advise.,TECHNICAL,MEDIUM
I need this fixed soon - my profile was suspended without warning. Please fix this ASAP.,ACCOUNT,HIGH
Quick question - can you expedite my delivery. No hurry.,DELIVERY,LOW
When will I receive my refund.,REFUND,LOW
I need this fixed soon - none of the buttons on the platform are responding. I need a resolution today.,TECHNICAL,HIGH
I need help - the app is very slow.,TECHNICAL,MEDIUM
This is unacceptable - i need a refund because the order never arrived.,REFUND,CRITICAL
"I need this fixed soon - i was charged $1,200 but my order was cancelled.",PAYMENT,HIGH
"Just wondering, my profile shows the wrong information.",ACCOUNT,LOW
This is urgent - the page is not loading. Please fix this ASAP.,TECHNICAL,HIGH
"Whenever you get a chance, is there a student discount available. Whenever convenient.",OTHER,LOW
Please help immediately - i was billed in the wrong currency.,PAYMENT,HIGH
This is unacceptable - i want to dispute a charge and request a refund.,REFUND,CRITICAL
URGENT - my delivery was left at the wrong address. I demand an immediate resolution.,DELIVERY,CRITICAL
Please help immediately - i want a refund for my order. I need a resolution today.,REFUND,HIGH
I need this fixed soon - none of the buttons on the app are responding. Please fix this ASAP.,TECHNICAL,HIGH
I'm having trouble - the page is not loading. Can someone help?,TECHNICAL,MEDIUM
"Whenever you get a chance, there's a bug in the latest update. Thanks.",TECHNICAL,LOW
I'm having trouble - my saved card is not showing up anymore. Can someone help?,PAYMENT,MEDIUM
Please help immediately - my refund was sent to the wrong card.,REFUND,HIGH
My refund of $15.75 still hasn't shown up after several days. I need a resolution today.,REFUND,HIGH
